season,tournament,level,surface,date,match_id,player1,player2,winner,score,round,p1_slug,p2_slug,p1_aces,p2_aces,p1_df,p2_df,p1_1stin_pct,p2_1stin_pct,p1_1stwon,p1_1sttotal,p2_1stwon,p2_1sttotal,p1_2ndwon,p1_2ndtotal,p2_2ndwon,p2_2ndtotal,p1_bpsaved,p1_bpfaced,p2_bpsaved,p2_bpfaced
2026,Australian Open,grand_slam,hard,2026-01-20,2DpdcvxS,Gaston H.,Sinner J.,Sinner J.,0:2,0,gaston-hugo,sinner-jannik,0,6,,,,,14,23,25,29,8,24,8,16,,,,
2026,Australian Open,grand_slam,hard,2026-01-21,WGt5kGuf,Alcaraz Garfia C.,Hanfmann Y.,Alcaraz Garfia C.,3:0,3,alcaraz-garfia-carlos,hanfmann-yannick,12,7,,,,,49,71,43,62,24,40,17,38,,,,
2026,Australian Open,grand_slam,hard,2026-01-21,txuBT4rf,Zheng M.,Moutet C.,Moutet C.,1:2,1,zheng-michael,moutet-corentin,3,10,,,,,36,61,33,46,7,23,16,30,,,,
2026,Australian Open,grand_slam,hard,2026-01-21,Ag0RGQLN,Paul T.,Tirante Thiago A.,Tirante Thiago A.,3:0,3,paul-tommy,tirante-thiago-agustin,4,12,,,,,37,47,36,48,23,35,11,37,,,,
2026,Australian Open,grand_slam,hard,2026-01-21,8ne3MUin,Opelka R.,Davidovich Fokina A.,Davidovich Fokina A.,2:3,2,opelka-reilly,davidovich-fokina-alejandro,37,12,,,,,80,107,99,129,31,54,19,36,,,,
2026,Australian Open,grand_slam,hard,2026-01-21,Y5YhvMdC,Bublik A.,Fucsovics M.,Fucsovics M.,3:0,3,bublik-alexander,fucsovics-marton,12,6,,,,,48,63,44,71,14,27,26,48,,,,
2026,Australian Open,grand_slam,hard,2026-01-21,nNHI273c,Etcheverry Tomas M.,Fery A.,Fery A.,3:0,3,etcheverry-tomas-martin,fery-arthur,11,5,,,,,47,69,39,60,23,32,15,32,,,,
2026,Australian Open,grand_slam,hard,2026-01-21,pAo2VQDs,Tiafoe F.,Comesana F.,Comesana F.,3:1,3,tiafoe-frances,comesana-francisco,7,15,,,,,52,60,57,82,25,48,17,41,,,,
2026,Australian Open,grand_slam,hard,2026-01-21,d8Rp4mxI,Medjedovic H.,De Minaur A.,De Minaur A.,1:3,1,medjedovic-hamad,de-minaur-alex,19,12,,,,,58,88,58,76,18,49,21,34,,,,
2026,Australian Open,grand_slam,hard,2026-01-21,jNGVNXJF,Zverev A.,Muller A.,Muller A.,3:1,3,zverev-alexander,muller-alexandre,18,4,,,,,52,73,56,87,22,35,17,38,,,,
2026,Australian Open,grand_slam,hard,2026-01-21,jqYuRQvn,Nava E.,Norrie C.,Norrie C.,1:3,1,nava-emilio,norrie-cameron,19,5,,,,,65,99,66,96,26,49,32,48,,,,
2026,Australian Open,grand_slam,hard,2026-01-21,tKB0DOHF,Cerundolo F.,Dzumhur D.,Dzumhur D.,3:0,3,cerundolo-francisco,dzumhur-damir,10,3,,,,,30,38,29,50,19,28,12,28,,,,
2026,Australian Open,grand_slam,hard,2026-01-21,fqVT7Vxg,Faria J.,Rublev A.,Rublev A.,1:3,1,faria-jaime,rublev-andrey,10,6,,,,,51,74,65,86,24,46,22,39,,,,
2026,Australian Open,grand_slam,hard,2026-01-21,8lQ92z1D,Medvedev D.,Halys Q.,Halys Q.,3:1,3,medvedev-daniil,halys-quentin,14,6,,,,,72,97,53,74,26,48,17,41,,,,
2026,Australian Open,grand_slam,hard,2026-01-21,Gf5uOsTj,Majchrzak K.,Marozsan F.,Marozsan F.,0:3,0,majchrzak-kamil,marozsan-fabian,3,5,,,,,46,80,50,80,13,39,18,33,,,,
2026,Australian Open,grand_slam,hard,2026-01-21,UwsbB4qo,Tien L.,Shevchenko A.,Shevchenko A.,3:1,3,tien-learner,shevchenko-alexander,9,4,,,,,45,55,31,60,19,37,17,34,,,,
2026,Australian Open,grand_slam,hard,2026-01-21,xSnKIniB,Thompson J.,Borges N.,Borges N.,1:3,1,thompson-jordan,borges-nuno,12,10,,,,,46,69,65,90,26,52,23,40,,,,
2026,Australian Open,grand_slam,hard,2026-01-22,KCcOuZxH,Musetti L.,Sonego L.,Sonego L.,3:0,3,musetti-lorenzo,sonego-lorenzo,2,5,,,,,40,58,47,77,17,29,13,39,,,,
2026,Australian Open,grand_slam,hard,2026-01-22,OIkvvnzp,Machac T.,Tsitsipas S.,Tsitsipas S.,3:1,3,machac-tomas,tsitsipas-stefanos,6,24,,,,,65,94,61,75,30,45,30,58,,,,
2026,Australian Open,grand_slam,hard,2026-01-22,vsI9NKV9,Gea A.,Wawrinka S.,Wawrinka S.,2:3,2,gea-arthur,wawrinka-stan,13,11,,,,,73,101,74,109,33,70,41,67,,,,
2026,Australian Open,grand_slam,hard,2026-01-22,hpWbDSJc,Kopriva V.,Fritz T.,Fritz T.,0:3,0,kopriva-vit,fritz-taylor,3,15,,,,,30,48,54,68,22,38,13,20,,,,
2026,Australian Open,grand_slam,hard,2026-01-22,zBdspUxp,Mensik J.,Jodar R.,Jodar R.,3:0,3,mensik-jakub,jodar-rafael,9,3,,,,,44,55,32,52,15,35,15,33,,,,
2026,Australian Open,grand_slam,hard,2026-01-22,xC4LG1Qk,Hurkacz H.,Quinn E.,Quinn E.,0:3,0,hurkacz-hubert,quinn-ethan,9,12,,,,,38,57,56,72,20,38,21,36,,,,
2026,Australian Open,grand_slam,hard,2026-01-22,rNY1bO43,Van De Zandschulp B.,Shang J.,Shang J.,3:0,3,van-de-zandschulp-botic,shang-juncheng,15,2,,,,,55,63,44,62,14,31,18,39,,,,
2026,Australian Open,grand_slam,hard,2026-01-22,MmpOm0xn,Maestrelli F.,Djokovic N.,Djokovic N.,0:3,0,maestrelli-francesco,djokovic-novak,10,5,,,,,30,55,43,50,15,38,11,28,,,,
2026,Australian Open,grand_slam,hard,2026-01-22,I1nRIN34,Shelton B.,Sweeny D.,Sweeny D.,3:0,3,shelton-ben,sweeny-dane,19,0,,,,,38,43,34,56,15,21,10,24,,,,
2026,Australian Open,grand_slam,hard,2026-01-22,IBmgdNFD,Hijikata R.,Vacherot V.,Vacherot V.,1:3,1,hijikata-rinky,vacherot-valentin,5,15,,,,,47,77,50,60,16,32,22,39,,,,
2026,Australian Open,grand_slam,hard,2026-01-22,GGtGzLCd,Shapovalov D.,Cilic M.,Cilic M.,0:3,0,shapovalov-denis,cilic-marin,3,5,,,,,28,42,42,50,13,39,18,40,,,,
2026,Australian Open,grand_slam,hard,2026-01-22,bVjQ9Pxp,Munar J.,Ruud C.,Ruud C.,0:3,0,munar-jaume,ruud-casper,5,5,,,,,30,43,45,56,28,46,24,41,,,,
2026,Australian Open,grand_slam,hard,2026-01-22,hAuXFbsm,Khachanov K.,Basavareddy N.,Basavareddy N.,3:0,3,khachanov-karen,basavareddy-nishesh,15,10,,,,,41,49,31,43,14,21,18,49,,,,
2026,Australian Open,grand_slam,hard,2026-01-22,QkKkdfNc,Baez S.,Darderi L.,Darderi L.,1:3,1,baez-sebastian,darderi-luciano,4,10,,,,,43,72,39,61,17,33,23,43,,,,
2026,Australian Open,grand_slam,hard,2026-01-22,8ppPC2kD,Spizzirri E.,Wu Y.,Wu Y.,3:2,3,spizzirri-eliot,wu-yibing,8,11,,,,,81,117,76,109,28,53,23,55,,,,
2026,Australian Open,grand_slam,hard,2026-01-22,0zRtEwvJ,Duckworth J.,Sinner J.,Sinner J.,0:3,0,duckworth-james,sinner-jannik,9,18,,,,,35,50,43,50,8,29,15,27,,,,
2026,Australian Open,grand_slam,hard,2026-01-23,W8Etu8rR,Alcaraz Garfia C.,Moutet C.,Alcaraz Garfia C.,3:0,3,alcaraz-garfia-carlos,moutet-corentin,3,0,,,,,37,51,30,57,11,21,14,36,,,,
2026,Australian Open,grand_slam,hard,2026-01-23,byr8HDp3,Paul T.,Davidovich Fokina A.,Davidovich Fokina A.,2:0,2,paul-tommy,davidovich-fokina-alejandro,3,3,,,,,19,20,14,31,9,12,9,20,,,,
2026,Australian Open,grand_slam,hard,2026-01-23,dfO7eRjd,Bublik A.,Etcheverry Tomas M.,Etcheverry Tomas M.,3:0,3,bublik-alexander,etcheverry-tomas-martin,21,10,,,,,60,67,56,74,23,37,24,38,,,,
2026,Australian Open,grand_slam,hard,2026-01-23,QPnH7KWp,Tiafoe F.,De Minaur A.,De Minaur A.,0:3,0,tiafoe-frances,de-minaur-alex,6,8,,,,,36,60,47,60,21,41,19,37,,,,
2026,Australian Open,grand_slam,hard,2026-01-23,v9YHUVGq,Zverev A.,Norrie C.,Norrie C.,3:1,3,zverev-alexander,norrie-cameron,16,5,,,,,59,76,49,76,16,30,22,40,,,,
2026,Australian Open,grand_slam,hard,2026-01-23,M1TugjFi,Cerundolo F.,Rublev A.,Rublev A.,3:0,3,cerundolo-francisco,rublev-andrey,8,5,,,,,49,61,38,43,23,38,16,38,,,,
2026,Australian Open,grand_slam,hard,2026-01-23,fD4TZMFM,Medvedev D.,Marozsan F.,Marozsan F.,3:2,3,medvedev-daniil,marozsan-fabian,19,0,,,,,61,94,82,134,30,52,16,54,,,,
2026,Australian Open,grand_slam,hard,2026-01-23,tKoJ5Anp,Tien L.,Borges N.,Borges N.,3:0,3,tien-learner,borges-nuno,8,8,,,,,49,67,51,79,18,33,7,17,,,,
2026,Australian Open,grand_slam,hard,2026-01-24,WSQeAb86,Musetti L.,Machac T.,Machac T.,3:2,3,musetti-lorenzo,machac-tomas,10,3,,,,,63,86,77,126,33,67,30,71,,,,
2026,Australian Open,grand_slam,hard,2026-01-24,MmWH9tzn,Wawrinka S.,Fritz T.,Fritz T.,1:3,1,wawrinka-stan,fritz-taylor,15,30,,,,,59,69,71,84,25,45,18,36,,,,
2026,Australian Open,grand_slam,hard,2026-01-24,6TNfG2aN,Mensik J.,Quinn E.,Quinn E.,3:0,3,mensik-jakub,quinn-ethan,10,9,,,,,38,51,39,54,29,51,23,52,,,,
2026,Australian Open,grand_slam,hard,2026-01-24,vFsWpE4E,Van De Zandschulp B.,Djokovic N.,Djokovic N.,0:3,0,van-de-zandschulp-botic,djokovic-novak,15,11,,,,,42,62,47,61,18,42,21,35,,,,
2026,Australian Open,grand_slam,hard,2026-01-24,zkBdeMBM,Shelton B.,Vacherot V.,Vacherot V.,3:0,3,shelton-ben,vacherot-valentin,15,12,,,,,50,62,50,63,22,34,13,28,,,,
2026,Australian Open,grand_slam,hard,2026-01-24,OAaRccGa,Cilic M.,Ruud C.,Ruud C.,1:3,1,cilic-marin,ruud-casper,18,25,,,,,51,65,68,87,31,58,15,36,,,,
2026,Australian Open,grand_slam,hard,2026-01-24,v3Rgy1Kj,Khachanov K.,Darderi L.,Darderi L.,1:3,1,khachanov-karen,darderi-luciano,14,17,,,,,62,88,58,74,28,51,28,51,,,,
2026,Australian Open,grand_slam,hard,2026-01-24,AVwz4x4N,Spizzirri E.,Sinner J.,Sinner J.,1:3,1,spizzirri-eliot,sinner-jannik,6,17,,,,,46,70,57,88,17,38,18,43,,,,
2026,Australian Open,grand_slam,hard,2026-01-25,KSBcMkHq,Alcaraz Garfia C.,Paul T.,Alcaraz Garfia C.,3:0,3,alcaraz-garfia-carlos,paul-tommy,2,7,,,,,52,66,48,59,19,28,23,50,,,,
2026,Australian Open,grand_slam,hard,2026-01-25,IwStBSHD,Bublik A.,De Minaur A.,De Minaur A.,0:3,0,bublik-alexander,de-minaur-alex,6,5,,,,,28,52,30,37,12,29,18,25,,,,
2026,Australian Open,grand_slam,hard,2026-01-25,YV9TAFit,Zverev A.,Cerundolo F.,Cerundolo F.,3:0,3,zverev-alexander,cerundolo-francisco,7,0,,,,,46,58,40,61,10,17,14,33,,,,
2026,Australian Open,grand_slam,hard,2026-01-25,hKvnXoE4,Medvedev D.,Tien L.,Tien L.,0:3,0,medvedev-daniil,tien-learner,6,5,,,,,34,58,31,44,7,27,16,24,,,,
2026,Australian Open,grand_slam,hard,2026-01-26,lWuzidfS,Musetti L.,Fritz T.,Fritz T.,3:0,3,musetti-lorenzo,fritz-taylor,13,10,,,,,46,55,32,50,18,26,19,34,,,,
2026,Australian Open,grand_slam,hard,2026-01-26,h0dUIl5s,Shelton B.,Ruud C.,Ruud C.,3:1,3,shelton-ben,ruud-casper,14,9,,,,,52,63,59,89,24,33,22,36,,,,
2026,Australian Open,grand_slam,hard,2026-01-26,MR2ik9as,Darderi L.,Sinner J.,Sinner J.,0:3,0,darderi-luciano,sinner-jannik,11,19,,,,,40,55,50,62,17,42,15,24,,,,
2026,Australian Open,grand_slam,hard,2026-01-27,SCqHf7hJ,Alcaraz Garfia C.,De Minaur A.,Alcaraz Garfia C.,3:0,3,alcaraz-garfia-carlos,de-minaur-alex,5,1,,,,,37,48,30,51,19,35,16,42,,,,
2026,Australian Open,grand_slam,hard,2026-01-27,xp0yZYPr,Zverev A.,Tien L.,Tien L.,3:1,3,zverev-alexander,tien-learner,24,11,,,,,73,96,61,82,24,37,21,48,,,,
2026,Australian Open,grand_slam,hard,2026-01-28,pG4Ym1Di,Musetti L.,Djokovic N.,Djokovic N.,2:0,2,musetti-lorenzo,djokovic-novak,4,4,,,,,25,39,33,54,12,25,12,31,,,,
2026,Australian Open,grand_slam,hard,2026-01-28,AgAtruIt,Shelton B.,Sinner J.,Sinner J.,0:3,0,shelton-ben,sinner-jannik,8,5,,,,,48,70,42,54,13,32,24,37,,,,
2026,Australian Open,grand_slam,hard,2026-01-30,OWtBstdE,Alcaraz Garfia C.,Zverev A.,Alcaraz Garfia C.,3:2,3,alcaraz-garfia-carlos,zverev-alexander,12,17,,,,,89,121,106,149,41,66,31,58,,,,
2026,Australian Open,grand_slam,hard,2026-01-30,zulpx02B,Djokovic N.,Sinner J.,Sinner J.,3:2,3,djokovic-novak,sinner-jannik,12,26,,,,,80,112,80,100,24,47,17,33,,,,
2026,Australian Open,grand_slam,hard,2026-02-01,ETnUIkem,Alcaraz Garfia C.,Djokovic N.,Alcaraz Garfia C.,3:1,3,alcaraz-garfia-carlos,djokovic-novak,9,4,,,,,51,66,56,85,20,35,20,38,,,,
2026,Montpellier,atp250,hard,2026-02-02,2q8JAkUs,Martinez P.,Mannarino A.,Mannarino A.,0:2,0,martinez-pedro,mannarino-adrian,1,14,,,,,23,32,36,44,12,23,13,21,,,,
2026,Montpellier,atp250,hard,2026-02-02,EoEndjFl,Gea A.,Mpetshi Perricard G.,Mpetshi Perricard G.,1:0,1,gea-arthur,mpetshi-perricard-giovanni,2,1,,,,,10,11,12,17,10,12,1,3,,,,
2026,Montpellier,atp250,hard,2026-02-02,dnP83YME,Bautista Agut R.,O Connell C.,O Connell C.,2:1,2,bautista-agut-roberto,o-connell-christopher,6,11,,,,,48,70,42,58,18,31,26,52,,,,
2026,Montpellier,atp250,hard,2026-02-03,GW35OvdE,Vavassori A.,Blanchet U.,Blanchet U.,0:2,0,vavassori-andrea,blanchet-ugo,9,5,,,,,29,43,26,33,4,15,16,30,,,,
2026,Montpellier,atp250,hard,2026-02-03,r3NG1CiR,Royer V.,Arthur F.,Arthur F.,1:2,1,royer-valentin,arthur-fils,14,14,,,,,50,68,55,66,20,33,21,42,,,,
2026,Montpellier,atp250,hard,2026-02-03,6DMmGB6K,Kecmanovic M.,Carreno Busta P.,Carreno Busta P.,1:2,1,kecmanovic-miomir,carreno-busta-pablo,15,7,,,,,45,51,50,69,13,36,13,33,,,,
2026,Montpellier,atp250,hard,2026-02-03,KShqHdll,Droguet T.,Choinski J.,Choinski J.,2:0,2,droguet-titouan,choinski-jan,14,4,,,,,33,38,31,49,13,21,17,34,,,,
2026,Montpellier,atp250,hard,2026-02-03,A9BR8Tbf,Humbert U.,Van De Zandschulp B.,Van De Zandschulp B.,2:0,2,humbert-ugo,van-de-zandschulp-botic,9,9,,,,,32,42,25,29,11,16,8,18,,,,
2026,Montpellier,atp250,hard,2026-02-03,Od7DMIQQ,Hurkacz H.,Damm Martin 2.,Damm Martin 2.,0:2,0,hurkacz-hubert,damm-martin-2003,14,13,,,,,33,45,32,44,16,27,19,27,,,,
2026,Montpellier,atp250,hard,2026-02-04,fPF2h8ED,Medjedovic H.,Wawrinka S.,Wawrinka S.,0:2,0,medjedovic-hamad,wawrinka-stan,10,5,,,,,26,37,24,29,17,28,26,47,,,,
2026,Montpellier,atp250,hard,2026-02-04,YXaei9P6,Kouame M.,Kovacevic A.,Kovacevic A.,1:2,1,kouame-moise,kovacevic-aleksandar,10,13,,,,,36,47,41,50,15,30,23,41,,,,
2026,Montpellier,atp250,hard,2026-02-04,IZEZ67T6,Basilashvili N.,Nardi L.,Nardi L.,0:2,0,basilashvili-nikoloz,nardi-luca,5,3,,,,,21,28,23,28,11,29,15,18,,,,
2026,Montpellier,atp250,hard,2026-02-04,pMn6JW7E,Humbert U.,Mannarino A.,Mannarino A.,1:2,1,humbert-ugo,mannarino-adrian,23,7,,,,,62,74,64,76,17,38,21,40,,,,
2026,Montpellier,atp250,hard,2026-02-04,GxXnCk0t,Gea A.,Machac T.,Machac T.,1:0,1,gea-arthur,machac-tomas,6,4,,,,,24,26,24,32,12,20,15,29,,,,
2026,Montpellier,atp250,hard,2026-02-04,YDZMPL4D,Damm Martin 2.,Bautista Agut R.,Bautista Agut R.,2:0,2,damm-martin-2003,bautista-agut-roberto,11,2,,,,,22,27,18,35,10,12,8,16,,,,
2026,Montpellier,atp250,hard,2026-02-05,UBRd4bjo,Auger Aliassime F.,Wawrinka S.,Auger Aliassime F.,2:0,2,auger-aliassime-felix,wawrinka-stan,16,5,,,,,37,45,35,48,11,20,16,33,,,,
2026,Montpellier,atp250,hard,2026-02-05,8CuGNXGl,Blanchet U.,Arthur F.,Arthur F.,0:2,0,blanchet-ugo,arthur-fils,10,14,,,,,29,39,32,42,21,42,16,25,,,,
2026,Montpellier,atp250,hard,2026-02-05,OrAMrtAa,Griekspoor T.,Carreno Busta P.,Carreno Busta P.,2:0,2,griekspoor-tallon,carreno-busta-pablo,18,3,,,,,27,28,28,39,13,18,11,23,,,,
2026,Montpellier,atp250,hard,2026-02-05,ITukoqfE,Droguet T.,Kovacevic A.,Kovacevic A.,2:1,2,droguet-titouan,kovacevic-aleksandar,25,19,,,,,44,51,49,59,26,40,19,31,,,,
2026,Montpellier,atp250,hard,2026-02-05,40IqUoct,Nardi L.,Cobolli F.,Cobolli F.,2:0,2,nardi-luca,cobolli-flavio,7,3,,,,,21,27,14,29,13,19,16,29,,,,
2026,Montpellier,atp250,hard,2026-02-06,zB5WcLYR,Auger Aliassime F.,Arthur F.,Auger Aliassime F.,2:0,2,auger-aliassime-felix,arthur-fils,12,2,,,,,25,27,20,35,11,13,14,22,,,,
2026,Montpellier,atp250,hard,2026-02-06,YTarEls0,Griekspoor T.,Droguet T.,Droguet T.,0:2,0,griekspoor-tallon,droguet-titouan,8,21,,,,,45,60,39,46,11,22,16,25,,,,
2026,Montpellier,atp250,hard,2026-02-06,fDmM7EUI,Mannarino A.,Gea A.,Gea A.,2:1,2,mannarino-adrian,gea-arthur,3,12,,,,,49,65,43,54,13,28,18,37,,,,
2026,Montpellier,atp250,hard,2026-02-06,E9IMKGQk,Damm Martin 2.,Nardi L.,Nardi L.,2:0,2,damm-martin-2003,nardi-luca,16,5,,,,,36,39,34,44,17,22,12,23,,,,
2026,Montpellier,atp250,hard,2026-02-07,QZtAjlkA,Auger Aliassime F.,Droguet T.,Auger Aliassime F.,2:1,2,auger-aliassime-felix,droguet-titouan,20,14,,,,,58,72,54,77,12,20,20,44,,,,
2026,Montpellier,atp250,hard,2026-02-07,CCCvAdu9,Mannarino A.,Damm Martin 2.,Damm Martin 2.,2:1,2,mannarino-adrian,damm-martin-2003,11,23,,,,,36,46,38,45,15,28,9,20,,,,
2026,Montpellier,atp250,hard,2026-02-08,8lBfBQKF,Auger Aliassime F.,Mannarino A.,Auger Aliassime F.,2:0,2,auger-aliassime-felix,mannarino-adrian,13,4,,,,,39,45,28,38,7,13,13,25,,,,
2026,Buenos Aires,atp250,clay,2026-02-09,I9mlO9W0,Dzumhur D.,Dellien H.,Dellien H.,0:2,0,dzumhur-damir,dellien-hugo,1,2,,,,,23,37,32,42,5,12,6,9,,,,
2026,Buenos Aires,atp250,clay,2026-02-09,Aq4NPM75,Pellegrino A.,Etcheverry Tomas M.,Etcheverry Tomas M.,0:2,0,pellegrino-andrea,etcheverry-tomas-martin,4,7,,,,,26,36,29,34,9,19,13,27,,,,
2026,Buenos Aires,atp250,clay,2026-02-09,2J0FRrwg,Midon L.,Martinez P.,Martinez P.,0:2,0,midon-lautaro,martinez-pedro,3,1,,,,,20,37,30,37,13,29,5,17,,,,
2026,Dallas,atp250,hard,2026-02-09,fwXw5YjD,Nakashima B.,Bellucci M.,Bellucci M.,2:0,2,nakashima-brandon,bellucci-mattia,11,6,,,,,35,36,25,34,5,8,9,19,,,,
2026,Dallas,atp250,hard,2026-02-09,lf5wMv7U,Svajda Z.,Davidovich Fokina A.,Davidovich Fokina A.,0:2,0,svajda-zachary,davidovich-fokina-alejandro,10,6,,,,,43,53,37,51,4,21,13,20,,,,
2026,Rotterdam,atp500,hard,2026-02-09,KQV8isLr,Pavlovic L.,Van De Zandschulp B.,Van De Zandschulp B.,0:2,0,pavlovic-luka,van-de-zandschulp-botic,8,6,,,,,28,37,32,40,13,39,13,27,,,,
2026,Rotterdam,atp500,hard,2026-02-09,083IAvCE,Medvedev D.,Humbert U.,Humbert U.,1:2,1,medvedev-daniil,humbert-ugo,6,4,,,,,50,60,43,63,18,42,24,35,,,,
2026,Rotterdam,atp500,hard,2026-02-09,lruwc3cL,Royer V.,O Connell C.,O Connell C.,1:2,1,royer-valentin,o-connell-christopher,7,10,,,,,54,79,47,62,20,46,19,40,,,,
2026,Rotterdam,atp500,hard,2026-02-09,bu32J8fn,Bautista Agut R.,Norrie C.,Norrie C.,0:2,0,bautista-agut-roberto,norrie-cameron,2,9,,,,,25,41,38,49,9,22,18,39,,,,
2026,Rotterdam,atp500,hard,2026-02-09,I7hd3d4l,Budkov Kjaer N.,Munar J.,Munar J.,0:2,0,budkov-kjaer-nicolai,munar-jaume,4,4,,,,,18,33,20,25,6,13,14,19,,,,
2026,Buenos Aires,atp250,clay,2026-02-10,OIUNQKxg,Barrena A.,Kopriva V.,Kopriva V.,1:2,1,barrena-alex,kopriva-vit,4,4,,,,,43,68,39,57,17,41,12,29,,,,
2026,Buenos Aires,atp250,clay,2026-02-10,xQ8Qe0wJ,Coria F.,Berrettini M.,Berrettini M.,0:2,0,coria-federico,berrettini-matteo,1,4,,,,,37,68,36,46,19,35,12,20,,,,
2026,Buenos Aires,atp250,clay,2026-02-10,bZorEsgm,Diaz Acosta F.,Tabilo A.,Tabilo A.,0:2,0,diaz-acosta-facundo,tabilo-alejandro,6,2,,,,,29,41,37,49,13,21,13,22,,,,
2026,Buenos Aires,atp250,clay,2026-02-10,EPhbAahC,Burruchaga Roman A.,Djere L.,Djere L.,2:0,2,burruchaga-roman-andres,djere-laslo,2,3,,,,,27,31,23,37,10,15,11,24,,,,
2026,Buenos Aires,atp250,clay,2026-02-10,4QodMm1D,Buse I.,Passaro F.,Passaro F.,2:1,2,buse-ignacio,passaro-francesco,4,1,,,,,48,63,40,61,18,40,25,41,,,,
2026,Buenos Aires,atp250,clay,2026-02-10,230CJ3VP,Altmaier D.,Cerundolo Juan M.,Cerundolo Juan M.,0:2,0,altmaier-daniel,cerundolo-juan-manuel,2,0,,,,,21,37,31,40,6,17,5,11,,,,
2026,Buenos Aires,atp250,clay,2026-02-10,U527T48t,Barrios Vera Marcelo T.,Seyboth Wild T.,Seyboth Wild T.,0:1,0,barrios-vera-marcelo-tomas,seyboth-wild-thiago,4,8,,,,,24,37,29,49,11,21,14,26,,,,
2026,Dallas,atp250,hard,2026-02-10,0f6rYWKa,Zheng M.,Korda S.,Korda S.,0:2,0,zheng-michael,korda-sebastian,3,9,,,,,30,46,29,30,8,14,12,21,,,,
2026,Dallas,atp250,hard,2026-02-10,ANS2Lgyf,Atmane T.,Tiafoe F.,Tiafoe F.,1:2,1,atmane-terence,tiafoe-frances,12,3,,,,,32,45,32,43,10,29,19,34,,,,
2026,Dallas,atp250,hard,2026-02-10,nqlevMMb,Cobolli F.,Pinnington Jones J.,Pinnington Jones J.,0:2,0,cobolli-flavio,pinnington-jones-jack,4,11,,,,,13,22,25,28,8,20,7,10,,,,
2026,Dallas,atp250,hard,2026-02-10,8K9jWAkC,Cilic M.,Tien L.,Tien L.,2:0,2,cilic-marin,tien-learner,9,9,,,,,41,47,32,42,14,35,13,33,,,,
2026,Dallas,atp250,hard,2026-02-10,nDTV6fM0,Dimitrov G.,Michelsen A.,Michelsen A.,1:2,1,dimitrov-grigor,michelsen-alex,14,16,,,,,44,53,54,71,17,36,12,21,,,,
2026,Dallas,atp250,hard,2026-02-10,Kdn3x0iB,Shimabukuro S.,Kecmanovic M.,Kecmanovic M.,1:2,1,shimabukuro-sho,kecmanovic-miomir,13,6,,,,,49,59,49,64,23,40,24,30,,,,
2026,Dallas,atp250,hard,2026-02-10,ImWAJX56,Diallo G.,Shelton B.,Shelton B.,0:2,0,diallo-gabriel,shelton-ben,6,13,,,,,29,36,28,34,7,20,16,25,,,,
2026,Rotterdam,atp500,hard,2026-02-10,McAN6VAt,De Minaur A.,Arthur F.,De Minaur A.,2:0,2,de-minaur-alex,arthur-fils,2,4,,,,,28,37,29,47,16,20,11,23,,,,
2026,Rotterdam,atp500,hard,2026-02-10,SjZGkLke,Grenier H.,Struff Jan L.,Struff Jan L.,0:2,0,grenier-hugo,struff-jan-lennard,1,3,,,,,17,25,19,23,6,25,14,22,,,,
2026,Rotterdam,atp500,hard,2026-02-10,nP1Q8ItR,Griekspoor T.,Mpetshi Perricard G.,Mpetshi Perricard G.,2:0,2,griekspoor-tallon,mpetshi-perricard-giovanni,10,7,,,,,32,39,31,39,16,24,5,16,,,,
2026,Rotterdam,atp500,hard,2026-02-10,GUtVbPS8,Halys Q.,Rottgering M.,Rottgering M.,2:1,2,halys-quentin,rottgering-mees,11,2,,,,,38,47,24,49,10,29,22,43,,,,
2026,Rotterdam,atp500,hard,2026-02-10,bg0jP6dd,Bergs Z.,Medjedovic H.,Medjedovic H.,0:2,0,bergs-zizou,medjedovic-hamad,10,8,,,,,31,50,41,60,28,47,19,36,,,,
2026,Buenos Aires,atp250,clay,2026-02-11,Ua5IcM86,Ugo Carabelli C.,Comesana F.,Comesana F.,2:0,2,ugo-carabelli-camilo,comesana-francisco,1,2,,,,,35,56,31,46,14,26,8,19,,,,
2026,Buenos Aires,atp250,clay,2026-02-11,nwi68wNO,Navone M.,Nava E.,Nava E.,2:0,2,navone-mariano,nava-emilio,1,1,,,,,23,27,14,28,7,16,4,16,,,,
2026,Buenos Aires,atp250,clay,2026-02-11,vR47CasA,Kopriva V.,Berrettini M.,Berrettini M.,2:0,2,kopriva-vit,berrettini-matteo,0,4,,,,,27,35,29,43,14,21,13,26,,,,
2026,Buenos Aires,atp250,clay,2026-02-11,MLlrxkVG,Fonseca J.,Tabilo A.,Tabilo A.,1:2,1,fonseca-joao,tabilo-alejandro,5,5,,,,,39,61,40,52,24,41,16,32,,,,
2026,Buenos Aires,atp250,clay,2026-02-11,fZnjzTaT,Burruchaga Roman A.,Etcheverry Tomas M.,Etcheverry Tomas M.,1:2,1,burruchaga-roman-andres,etcheverry-tomas-martin,4,6,,,,,53,81,55,81,21,40,19,41,,,,
2026,Dallas,atp250,hard,2026-02-11,EaVN8Gil,Fritz T.,Giron M.,Fritz T.,2:1,2,fritz-taylor,giron-marcos,21,9,,,,,57,70,52,74,14,29,21,39,,,,
