season,tournament,level,surface,date,match_id,player1,player2,winner,score,round,p1_slug,p2_slug,p1_aces,p2_aces,p1_df,p2_df,p1_1stin_pct,p2_1stin_pct,p1_1stwon,p1_1sttotal,p2_1stwon,p2_1sttotal,p1_2ndwon,p1_2ndtotal,p2_2ndwon,p2_2ndtotal,p1_bpsaved,p1_bpfaced,p2_bpsaved,p2_bpfaced
2025,Brisbane,atp250,hard,2025-01-01,082MmtQE,Bonzi B.,Jarry N.,Jarry N.,0:2,0,bonzi-benjamin,jarry-nicolas,4,10,,,,,18,35,27,30,9,16,6,13,,,,
2025,Brisbane,atp250,hard,2025-01-01,UmSe7nv2,Nishioka Y.,Lehecka J.,Lehecka J.,1:2,1,nishioka-yoshihito,lehecka-jiri,3,17,,,,,49,75,45,51,16,32,17,30,,,,
2025,Brisbane,atp250,hard,2025-01-01,n5xmZtBL,Thompson J.,Michelsen A.,Michelsen A.,2:0,2,thompson-jordan,michelsen-alex,3,4,,,,,28,37,29,46,15,23,9,19,,,,
2025,Brisbane,atp250,hard,2025-01-01,bPy8mhmT,Vukic A.,Dimitrov G.,Dimitrov G.,0:2,0,vukic-aleksandar,dimitrov-grigor,5,12,,,,,31,44,31,33,15,30,13,20,,,,
2025,Brisbane,atp250,hard,2025-01-02,bTPLhH4k,Djokovic N.,Monfils G.,Djokovic N.,2:0,2,djokovic-novak,monfils-gael,5,4,,,,,26,34,21,34,12,18,6,14,,,,
2025,Brisbane,atp250,hard,2025-01-02,dbfr4nc5,Opelka R.,Arnaldi M.,Arnaldi M.,2:0,2,opelka-reilly,arnaldi-matteo,25,8,,,,,49,58,34,40,13,28,21,35,,,,
2025,Brisbane,atp250,hard,2025-01-02,CznOFSll,Tiafoe F.,Mpetshi Perricard G.,Mpetshi Perricard G.,0:2,0,tiafoe-frances,mpetshi-perricard-giovanni,6,20,,,,,31,38,40,50,16,34,11,25,,,,
2025,Brisbane,atp250,hard,2025-01-02,61HqNkuH,Mensik J.,Lajovic D.,Lajovic D.,2:0,2,mensik-jakub,lajovic-dusan,4,5,,,,,27,38,21,43,9,13,6,12,,,,
2025,Brisbane,atp250,hard,2025-01-03,KvQR1Ndm,Djokovic N.,Opelka R.,Opelka R.,0:2,0,djokovic-novak,opelka-reilly,8,16,,,,,38,53,38,49,12,20,13,15,,,,
2025,Brisbane,atp250,hard,2025-01-03,vZeZ60L0,Mpetshi Perricard G.,Mensik J.,Mensik J.,2:0,2,mpetshi-perricard-giovanni,mensik-jakub,19,10,,,,,37,47,38,48,18,25,16,30,,,,
2025,Brisbane,atp250,hard,2025-01-03,KE8MDUqT,Jarry N.,Lehecka J.,Lehecka J.,0:2,0,jarry-nicolas,lehecka-jiri,8,10,,,,,28,39,31,39,11,23,14,27,,,,
2025,Brisbane,atp250,hard,2025-01-03,hb9eJ1D7,Thompson J.,Dimitrov G.,Dimitrov G.,0:1,0,thompson-jordan,dimitrov-grigor,1,1,,,,,7,12,19,21,6,14,5,10,,,,
2025,Brisbane,atp250,hard,2025-01-04,p6By2dMr,Opelka R.,Mpetshi Perricard G.,Mpetshi Perricard G.,2:0,2,opelka-reilly,mpetshi-perricard-giovanni,12,10,,,,,38,45,38,48,13,19,9,21,,,,
2025,Brisbane,atp250,hard,2025-01-04,h2ylFvbU,Lehecka J.,Dimitrov G.,Dimitrov G.,1:0,1,lehecka-jiri,dimitrov-grigor,4,6,,,,,22,26,24,32,17,26,12,17,,,,
2025,Auckland,atp250,hard,2025-01-05,hp2voOzp,Darderi L.,Borges N.,Borges N.,1:2,1,darderi-luciano,borges-nuno,8,1,,,,,36,55,41,59,24,42,18,27,,,,
2025,Brisbane,atp250,hard,2025-01-05,630iHx84,Opelka R.,Lehecka J.,Lehecka J.,0:0,0,opelka-reilly,lehecka-jiri,0,3,,,,,4,9,10,10,0,0,2,5,,,,
2025,Adelaide,atp250,hard,2025-01-06,bc77P9it,Shapovalov D.,Zhang Z.,Zhang Z.,2:0,2,shapovalov-denis,zhang-zhizhen,9,4,,,,,31,32,21,30,12,22,14,23,,,,
2025,Adelaide,atp250,hard,2025-01-06,ljAOHMBL,Rinderknech A.,O Connell C.,O Connell C.,0:2,0,rinderknech-arthur,o-connell-christopher,7,9,,,,,37,48,35,40,16,23,18,26,,,,
2025,Adelaide,atp250,hard,2025-01-06,U1sfGBcS,Nishioka Y.,Kokkinakis T.,Kokkinakis T.,1:2,1,nishioka-yoshihito,kokkinakis-thanasi,4,15,,,,,36,54,44,60,18,35,14,28,,,,
2025,Adelaide,atp250,hard,2025-01-06,2gzbWLQE,Bautista Agut R.,Davidovich Fokina A.,Davidovich Fokina A.,0:2,0,bautista-agut-roberto,davidovich-fokina-alejandro,1,4,,,,,28,44,32,44,11,26,15,30,,,,
2025,Auckland,atp250,hard,2025-01-06,YqP4FF0c,Navone M.,Mannarino A.,Mannarino A.,2:1,2,navone-mariano,mannarino-adrian,5,3,,,,,51,72,35,58,21,44,29,54,,,,
2025,Auckland,atp250,hard,2025-01-06,x6ulu8G7,Carballes Baena R.,Altmaier D.,Altmaier D.,2:1,2,carballes-baena-roberto,altmaier-daniel,4,7,,,,,39,55,49,70,19,31,13,41,,,,
2025,Auckland,atp250,hard,2025-01-06,WE5FMxZb,Bergs Z.,Becroft I.,Becroft I.,2:0,2,bergs-zizou,becroft-isaac,9,1,,,,,32,38,22,35,16,32,10,18,,,,
2025,Auckland,atp250,hard,2025-01-06,vsETn1N0,Nardi L.,Cobolli F.,Cobolli F.,1:0,1,nardi-luca,cobolli-flavio,4,1,,,,,19,22,7,14,5,14,8,15,,,,
2025,Auckland,atp250,hard,2025-01-06,vu9NKG3B,Michelsen A.,Nagal S.,Nagal S.,2:1,2,michelsen-alex,nagal-sumit,6,0,,,,,53,73,48,78,13,31,11,33,,,,
2025,Auckland,atp250,hard,2025-01-06,2ae7h6rA,Diallo G.,Sonego L.,Sonego L.,1:2,1,diallo-gabriel,sonego-lorenzo,8,4,,,,,60,77,58,85,18,31,22,31,,,,
2025,Adelaide,atp250,hard,2025-01-07,0xCxppkT,Guinard M.,Safiullin R.,Safiullin R.,2:1,2,guinard-manuel,safiullin-roman,7,13,,,,,33,48,37,53,26,50,13,30,,,,
2025,Adelaide,atp250,hard,2025-01-07,4478vOCj,Goffin D.,Hijikata R.,Hijikata R.,0:2,0,goffin-david,hijikata-rinky,3,4,,,,,11,20,21,29,9,24,16,28,,,,
2025,Adelaide,atp250,hard,2025-01-07,hQm305Z9,Hanfmann Y.,Nakashima B.,Nakashima B.,1:2,1,hanfmann-yannick,nakashima-brandon,2,14,,,,,33,48,31,39,9,26,14,30,,,,
2025,Adelaide,atp250,hard,2025-01-07,0jiBbq4M,Cazaux A.,Walton A.,Walton A.,2:0,2,cazaux-arthur,walton-adam,9,4,,,,,28,38,20,37,19,35,9,21,,,,
2025,Adelaide,atp250,hard,2025-01-07,tlk3Av4e,Vukic A.,Giron M.,Giron M.,1:2,1,vukic-aleksandar,giron-marcos,8,4,,,,,40,58,29,41,12,31,22,31,,,,
2025,Adelaide,atp250,hard,2025-01-07,8zieC0Zr,Bublik A.,Kecmanovic M.,Kecmanovic M.,0:2,0,bublik-alexander,kecmanovic-miomir,8,2,,,,,24,33,28,36,10,31,7,13,,,,
2025,Adelaide,atp250,hard,2025-01-07,pOSsgNRq,Duckworth J.,Tu L.,Tu L.,0:2,0,duckworth-james,tu-li,1,6,,,,,24,35,29,35,8,18,13,24,,,,
2025,Adelaide,atp250,hard,2025-01-07,O8O6UaeR,Etcheverry Tomas M.,Schoolkate T.,Schoolkate T.,2:0,2,etcheverry-tomas-martin,schoolkate-tristan,4,14,,,,,33,42,31,36,19,29,13,29,,,,
2025,Auckland,atp250,hard,2025-01-07,trtIkJuJ,Carreno Busta P.,Mensik J.,Mensik J.,1:2,1,carreno-busta-pablo,mensik-jakub,3,18,,,,,45,63,45,55,17,37,18,33,,,,
2025,Auckland,atp250,hard,2025-01-07,vL0v1irB,Struff Jan L.,Yunchaokete B.,Yunchaokete B.,2:0,2,struff-jan-lennard,yunchaokete-bu,13,6,,,,,26,31,29,45,12,19,11,28,,,,
2025,Auckland,atp250,hard,2025-01-07,8IZk3NdS,Martinez P.,Monfils G.,Monfils G.,1:2,1,martinez-pedro,monfils-gael,1,8,,,,,41,58,38,51,15,25,17,35,,,,
2025,Auckland,atp250,hard,2025-01-07,QZgO8rpK,Norrie C.,Diaz Acosta F.,Diaz Acosta F.,0:2,0,norrie-cameron,diaz-acosta-facundo,1,1,,,,,19,33,28,40,4,17,5,14,,,,
2025,Auckland,atp250,hard,2025-01-07,G0fIg9zo,Basavareddy N.,Comesana F.,Comesana F.,2:0,2,basavareddy-nishesh,comesana-francisco,6,6,,,,,25,36,19,34,11,15,7,18,,,,
2025,Auckland,atp250,hard,2025-01-07,YyBZw7OG,Bergs Z.,Nardi L.,Nardi L.,2:0,2,bergs-zizou,nardi-luca,7,3,,,,,21,26,19,34,12,21,13,35,,,,
2025,Auckland,atp250,hard,2025-01-07,C6poWXrT,Basavareddy N.,Tabilo A.,Tabilo A.,2:1,2,basavareddy-nishesh,tabilo-alejandro,9,12,,,,,48,66,53,73,19,33,18,35,,,,
2025,Adelaide,atp250,hard,2025-01-08,OMZ5ZoYN,Paul T.,Guinard M.,Paul T.,2:1,2,paul-tommy,guinard-manuel,9,8,,,,,43,60,43,58,18,33,14,26,,,,
2025,Adelaide,atp250,hard,2025-01-08,ABTVJECE,Hijikata R.,Nakashima B.,Nakashima B.,2:1,2,hijikata-rinky,nakashima-brandon,6,17,,,,,38,49,48,62,24,37,12,22,,,,
2025,Adelaide,atp250,hard,2025-01-08,UNfrwtdD,Auger Aliassime F.,Cazaux A.,Cazaux A.,2:1,2,auger-aliassime-felix,cazaux-arthur,12,8,,,,,39,54,38,54,14,29,24,46,,,,
2025,Adelaide,atp250,hard,2025-01-08,pGnvLnJU,Giron M.,Shapovalov D.,Shapovalov D.,2:0,2,giron-marcos,shapovalov-denis,2,9,,,,,19,26,24,31,16,24,7,32,,,,
2025,Adelaide,atp250,hard,2025-01-08,KC7CngT9,Kecmanovic M.,O Connell C.,O Connell C.,2:0,2,kecmanovic-miomir,o-connell-christopher,3,13,,,,,31,34,28,37,14,30,10,31,,,,
2025,Adelaide,atp250,hard,2025-01-08,zRnFQjkg,Tu L.,Bonzi B.,Bonzi B.,0:2,0,tu-li,bonzi-benjamin,4,3,,,,,15,32,23,33,11,26,15,30,,,,
2025,Adelaide,atp250,hard,2025-01-08,tIlvkbN8,Etcheverry Tomas M.,Kokkinakis T.,Kokkinakis T.,1:2,1,etcheverry-tomas-martin,kokkinakis-thanasi,13,23,,,,,60,72,61,82,16,31,18,33,,,,
2025,Adelaide,atp250,hard,2025-01-08,WUVqZyff,Davidovich Fokina A.,Korda S.,Korda S.,0:2,0,davidovich-fokina-alejandro,korda-sebastian,2,8,,,,,25,40,37,43,10,23,9,26,,,,
2025,Auckland,atp250,hard,2025-01-08,tCJBB5xo,Shelton B.,Mensik J.,Mensik J.,1:2,1,shelton-ben,mensik-jakub,7,10,,,,,54,84,57,71,27,43,25,48,,,,
2025,Auckland,atp250,hard,2025-01-08,2Dl7SCKt,Navone M.,Borges N.,Borges N.,1:2,1,navone-mariano,borges-nuno,4,6,,,,,41,63,47,75,20,39,19,36,,,,
2025,Auckland,atp250,hard,2025-01-08,l2AOIE4T,Cerundolo F.,Carballes Baena R.,Carballes Baena R.,0:2,0,cerundolo-francisco,carballes-baena-roberto,6,3,,,,,24,35,37,51,12,24,11,18,,,,
2025,Auckland,atp250,hard,2025-01-08,z1Jnl64E,Struff Jan L.,Monfils G.,Monfils G.,0:2,0,struff-jan-lennard,monfils-gael,5,14,,,,,20,28,37,41,16,28,10,21,,,,
2025,Auckland,atp250,hard,2025-01-08,8jTXDD5m,Diaz Acosta F.,Baez S.,Baez S.,2:0,2,diaz-acosta-facundo,baez-sebastian,4,1,,,,,32,44,31,50,18,35,12,25,,,,
2025,Auckland,atp250,hard,2025-01-08,OnJd89ZO,Michelsen A.,Sonego L.,Sonego L.,2:0,2,michelsen-alex,sonego-lorenzo,1,6,,,,,39,50,45,71,11,20,8,18,,,,
2025,Auckland,atp250,hard,2025-01-08,vBmemBHG,Michelsen A.,Basavareddy N.,Basavareddy N.,1:2,1,michelsen-alex,basavareddy-nishesh,5,4,,,,,36,46,37,46,9,27,17,33,,,,
2025,Adelaide,atp250,hard,2025-01-09,QLlJNQ5c,Paul T.,Hijikata R.,Paul T.,2:0,2,paul-tommy,hijikata-rinky,8,4,,,,,32,42,23,36,13,23,9,16,,,,
2025,Adelaide,atp250,hard,2025-01-09,pWj3stoe,Auger Aliassime F.,Giron M.,Giron M.,2:0,2,auger-aliassime-felix,giron-marcos,11,2,,,,,43,54,24,37,10,22,20,35,,,,
2025,Adelaide,atp250,hard,2025-01-09,j7WKmKOQ,Kecmanovic M.,Bonzi B.,Bonzi B.,2:0,2,kecmanovic-miomir,bonzi-benjamin,12,2,,,,,29,33,19,31,8,15,12,23,,,,
2025,Auckland,atp250,hard,2025-01-09,n7HKgIWs,Mensik J.,Borges N.,Borges N.,1:2,1,mensik-jakub,borges-nuno,17,5,,,,,53,70,53,75,20,48,16,29,,,,
2025,Auckland,atp250,hard,2025-01-09,Kl5ofJU0,Carballes Baena R.,Bergs Z.,Bergs Z.,1:2,1,carballes-baena-roberto,bergs-zizou,2,2,,,,,32,45,26,37,8,29,13,28,,,,
2025,Auckland,atp250,hard,2025-01-09,Cr8zrkh5,Monfils G.,Diaz Acosta F.,Diaz Acosta F.,2:0,2,monfils-gael,diaz-acosta-facundo,4,0,,,,,28,33,25,40,7,19,7,20,,,,
2025,Adelaide,atp250,hard,2025-01-10,jLJ6ax5M,Paul T.,Auger Aliassime F.,Auger Aliassime F.,1:2,1,paul-tommy,auger-aliassime-felix,7,8,,,,,36,52,52,70,25,42,14,40,,,,
2025,Adelaide,atp250,hard,2025-01-10,dKyjSRvQ,Kecmanovic M.,Korda S.,Korda S.,0:2,0,kecmanovic-miomir,korda-sebastian,2,13,,,,,34,46,37,44,9,15,14,24,,,,
2025,Auckland,atp250,hard,2025-01-10,vcrj2gwf,Borges N.,Bergs Z.,Bergs Z.,1:2,1,borges-nuno,bergs-zizou,0,6,,,,,34,58,31,48,19,36,20,39,,,,
2025,Auckland,atp250,hard,2025-01-10,KftFfRyJ,Monfils G.,Basavareddy N.,Basavareddy N.,2:0,2,monfils-gael,basavareddy-nishesh,7,3,,,,,36,48,27,38,22,40,17,21,,,,
2025,Adelaide,atp250,hard,2025-01-11,GnqMEQkK,Auger Aliassime F.,Korda S.,Korda S.,2:1,2,auger-aliassime-felix,korda-sebastian,10,7,,,,,34,41,35,50,20,31,11,31,,,,
2025,Auckland,atp250,hard,2025-01-11,UsiDdL9N,Bergs Z.,Monfils G.,Monfils G.,0:2,0,bergs-zizou,monfils-gael,2,4,,,,,30,42,29,33,10,22,15,27,,,,
2025,Montpellier,atp250,hard,2025-01-27,UNvmh0h3,Barrere G.,Koepfer D.,Koepfer D.,0:2,0,barrere-gregoire,koepfer-dominik,2,6,,,,,25,37,42,52,15,27,10,29,,,,
2025,Montpellier,atp250,hard,2025-01-27,jwTejvNF,Yunchaokete B.,Altmaier D.,Altmaier D.,2:0,2,yunchaokete-bu,altmaier-daniel,4,6,,,,,31,38,35,56,16,23,12,23,,,,
2025,Montpellier,atp250,hard,2025-01-27,2Hn1Ud0d,Wawrinka S.,Cazaux A.,Cazaux A.,0:2,0,wawrinka-stan,cazaux-arthur,8,0,,,,,24,33,29,34,14,31,11,22,,,,
2025,Montpellier,atp250,hard,2025-01-28,EXLmLJV0,Eubanks C.,Kachmazov A.,Kachmazov A.,2:0,2,eubanks-christopher,kachmazov-alibek,8,4,,,,,38,47,26,38,6,15,11,23,,,,
2025,Montpellier,atp250,hard,2025-01-28,rFWaWIVq,Mayot H.,Rinderknech A.,Rinderknech A.,1:2,1,mayot-harold,rinderknech-arthur,5,16,,,,,41,51,48,61,11,24,21,45,,,,
2025,Montpellier,atp250,hard,2025-01-28,b3W3lIiS,Bellucci M.,Pouille L.,Pouille L.,2:0,2,bellucci-mattia,pouille-lucas,8,6,,,,,34,40,31,34,14,30,11,35,,,,
2025,Montpellier,atp250,hard,2025-01-28,CS9SlRoB,Griekspoor T.,Van De Zandschulp B.,Van De Zandschulp B.,2:0,2,griekspoor-tallon,van-de-zandschulp-botic,8,4,,,,,34,47,21,28,13,30,10,29,,,,
2025,Montpellier,atp250,hard,2025-01-28,2VRZrdFk,Mannarino A.,Gasquet R.,Gasquet R.,0:2,0,mannarino-adrian,gasquet-richard,1,4,,,,,22,36,26,28,9,20,11,20,,,,
2025,Montpellier,atp250,hard,2025-01-28,67IuNu1l,Coric B.,Lestienne C.,Lestienne C.,0:2,0,coric-borna,lestienne-constant,7,2,,,,,29,41,33,42,8,20,10,20,,,,
2025,Montpellier,atp250,hard,2025-01-29,zmAdJc0D,Basilashvili N.,Kukushkin M.,Kukushkin M.,1:1,1,basilashvili-nikoloz,kukushkin-mikhail,8,8,,,,,30,38,22,38,17,33,16,31,,,,
2025,Montpellier,atp250,hard,2025-01-29,C607ulHF,Kovacevic A.,Goffin D.,Goffin D.,2:1,2,kovacevic-aleksandar,goffin-david,9,8,,,,,38,46,34,45,16,37,16,30,,,,
2025,Montpellier,atp250,hard,2025-01-29,G0GJjmHb,De Jong J.,Halys Q.,Halys Q.,1:0,1,de-jong-jesper,halys-quentin,6,11,,,,,21,25,25,30,15,21,8,21,,,,
2025,Montpellier,atp250,hard,2025-01-29,l8FpjR6N,Rublev A.,Eubanks C.,Rublev A.,2:0,2,rublev-andrey,eubanks-christopher,4,8,,,,,25,28,27,42,12,20,5,10,,,,
2025,Montpellier,atp250,hard,2025-01-29,GImjBJzB,Bublik A.,Koepfer D.,Koepfer D.,2:0,2,bublik-alexander,koepfer-dominik,10,1,,,,,31,41,22,31,9,18,8,22,,,,
2025,Montpellier,atp250,hard,2025-01-29,pz9LMNhM,Yunchaokete B.,Lestienne C.,Lestienne C.,2:0,2,yunchaokete-bu,lestienne-constant,9,4,,,,,19,22,22,32,11,17,7,29,,,,
2025,Montpellier,atp250,hard,2025-01-29,2DQPgvxQ,Cazaux A.,Auger Aliassime F.,Auger Aliassime F.,0:2,0,cazaux-arthur,auger-aliassime-felix,5,11,,,,,31,47,36,43,13,25,7,12,,,,
2025,Montpellier,atp250,hard,2025-01-30,WM7QGKdc,Basilashvili N.,Rinderknech A.,Rinderknech A.,2:0,2,basilashvili-nikoloz,rinderknech-arthur,7,7,,,,,29,42,28,47,14,24,8,25,,,,
2025,Montpellier,atp250,hard,2025-01-30,2mgNyBV0,Bellucci M.,Kovacevic A.,Kovacevic A.,0:2,0,bellucci-mattia,kovacevic-aleksandar,15,9,,,,,37,47,39,44,16,24,17,27,,,,
2025,Montpellier,atp250,hard,2025-01-30,ngfYS80b,Griekspoor T.,Gasquet R.,Gasquet R.,2:1,2,griekspoor-tallon,gasquet-richard,18,11,,,,,51,68,40,49,15,29,19,36,,,,
2025,Montpellier,atp250,hard,2025-01-30,bNCVB8gl,De Jong J.,Cobolli F.,Cobolli F.,2:0,2,de-jong-jesper,cobolli-flavio,9,2,,,,,27,30,26,43,20,34,16,29,,,,
2025,Montpellier,atp250,hard,2025-01-31,xCdjTFCO,Rublev A.,Basilashvili N.,Rublev A.,0:0,0,rublev-andrey,basilashvili-nikoloz,7,4,,,,,9,10,6,8,6,8,6,13,,,,
2025,Montpellier,atp250,hard,2025-01-31,Kz2pLQv0,Bublik A.,Kovacevic A.,Kovacevic A.,0:2,0,bublik-alexander,kovacevic-aleksandar,12,4,,,,,28,37,31,37,9,28,11,22,,,,
2025,Montpellier,atp250,hard,2025-01-31,jZtA7MSj,Griekspoor T.,De Jong J.,De Jong J.,0:2,0,griekspoor-tallon,de-jong-jesper,12,8,,,,,35,43,44,55,14,25,14,25,,,,
2025,Montpellier,atp250,hard,2025-01-31,Sh9HawZR,Yunchaokete B.,Auger Aliassime F.,Auger Aliassime F.,0:2,0,yunchaokete-bu,auger-aliassime-felix,3,11,,,,,22,27,30,35,13,26,11,16,,,,
2025,Montpellier,atp250,hard,2025-02-01,ChFphbjJ,Rublev A.,Kovacevic A.,Kovacevic A.,0:2,0,rublev-andrey,kovacevic-aleksandar,8,9,,,,,27,35,33,41,10,20,18,36,,,,
2025,Montpellier,atp250,hard,2025-02-01,r11wurPM,De Jong J.,Auger Aliassime F.,Auger Aliassime F.,0:2,0,de-jong-jesper,auger-aliassime-felix,11,12,,,,,40,57,31,42,11,29,16,28,,,,
2025,Montpellier,atp250,hard,2025-02-02,rRAYTEHj,Kovacevic A.,Auger Aliassime F.,Auger Aliassime F.,1:2,1,kovacevic-aleksandar,auger-aliassime-felix,7,19,,,,,44,60,61,78,26,39,17,27,,,,
2025,Dallas,atp250,hard,2025-02-03,67nG0B3k,Hijikata R.,Mannarino A.,Mannarino A.,2:0,2,hijikata-rinky,mannarino-adrian,5,8,,,,,33,42,29,40,12,19,10,21,,,,
2025,Dallas,atp250,hard,2025-02-03,zsTKYFg5,Arnaldi M.,Eubanks C.,Eubanks C.,2:0,2,arnaldi-matteo,eubanks-christopher,5,7,,,,,29,38,32,42,15,24,4,13,,,,
2025,Dallas,atp250,hard,2025-02-03,UuMTWgOH,Davidovich Fokina A.,Holt B.,Holt B.,2:0,2,davidovich-fokina-alejandro,holt-brandon,6,4,,,,,32,43,25,40,12,18,7,18,,,,
2025,Dallas,atp250,hard,2025-02-04,AwWsBJNO,Paul T.,Brooksby J.,Brooksby J.,2:1,2,paul-tommy,brooksby-jenson,7,3,,,,,45,62,49,81,18,36,12,27,,,,
2025,Dallas,atp250,hard,2025-02-04,SGPCzxPh,Quinn E.,Svajda T.,Svajda T.,2:0,2,quinn-ethan,svajda-trevor,9,0,,,,,33,43,30,52,7,12,10,22,,,,
2025,Dallas,atp250,hard,2025-02-04,lOsZCugC,Norrie C.,Michelsen A.,Michelsen A.,2:1,2,norrie-cameron,michelsen-alex,7,7,,,,,52,77,44,57,13,30,8,20,,,,
2025,Dallas,atp250,hard,2025-02-04,4bngZV9E,Tiafoe F.,Daniel T.,Daniel T.,2:1,2,tiafoe-frances,daniel-taro,8,4,,,,,32,43,36,47,19,34,9,28,,,,
2025,Dallas,atp250,hard,2025-02-05,lj46BSH7,Nishikori K.,Machac T.,Machac T.,0:2,0,nishikori-kei,machac-tomas,2,7,,,,,19,31,24,29,7,17,11,19,,,,
2025,Dallas,atp250,hard,2025-02-05,zo9QGNgm,Opelka R.,Shevchenko A.,Shevchenko A.,2:0,2,opelka-reilly,shevchenko-alexander,18,8,,,,,34,41,36,44,15,22,7,17,,,,
2025,Dallas,atp250,hard,2025-02-05,2ZuPbkY1,Munar J.,Yunchaokete B.,Yunchaokete B.,2:0,2,munar-jaume,yunchaokete-bu,3,8,,,,,29,40,28,44,10,18,10,25,,,,
2025,Dallas,atp250,hard,2025-02-05,KACkFAIr,Vukic A.,Shelton B.,Shelton B.,0:2,0,vukic-aleksandar,shelton-ben,4,6,,,,,24,35,26,29,6,15,11,20,,,,
2025,Dallas,atp250,hard,2025-02-05,jeMJKWfL,Nishioka Y.,Nakashima B.,Nakashima B.,2:0,2,nishioka-yoshihito,nakashima-brandon,3,8,,,,,31,38,35,49,19,27,14,20,,,,
2025,Dallas,atp250,hard,2025-02-05,61y4xbft,Carballes Baena R.,Mmoh M.,Mmoh M.,1:2,1,carballes-baena-roberto,mmoh-michael,3,9,,,,,28,60,32,57,13,25,15,32,,,,
2025,Dallas,atp250,hard,2025-02-05,Y73qgNOq,Duckworth J.,Ruud C.,Ruud C.,1:2,1,duckworth-james,ruud-casper,12,8,,,,,45,65,48,62,14,27,17,29,,,,
2025,Dallas,atp250,hard,2025-02-06,tQ0bDlme,Fritz T.,Rinderknech A.,Fritz T.,2:0,2,fritz-taylor,rinderknech-arthur,11,5,,,,,27,29,27,37,9,14,6,21,,,,
2025,Dallas,atp250,hard,2025-02-06,fTSAMhQ8,Kecmanovic M.,Shapovalov D.,Shapovalov D.,1:2,1,kecmanovic-miomir,shapovalov-denis,4,20,,,,,47,64,52,59,14,29,19,39,,,,
2025,Dallas,atp250,hard,2025-02-06,dCR6bK5l,Hijikata R.,Machac T.,Machac T.,0:2,0,hijikata-rinky,machac-tomas,1,10,,,,,26,42,28,38,15,28,14,22,,,,
2025,Dallas,atp250,hard,2025-02-06,rib4Wjgm,Arnaldi M.,Davidovich Fokina A.,Davidovich Fokina A.,2:0,2,arnaldi-matteo,davidovich-fokina-alejandro,2,2,,,,,25,31,19,35,10,19,6,14,,,,
2025,Dallas,atp250,hard,2025-02-06,Iqo0SePh,Munar J.,Shelton B.,Shelton B.,2:0,2,munar-jaume,shelton-ben,2,7,,,,,39,47,27,36,8,16,12,25,,,,
2025,Dallas,atp250,hard,2025-02-06,df4TT80c,Tiafoe F.,Nishioka Y.,Nishioka Y.,1:2,1,tiafoe-frances,nishioka-yoshihito,12,7,,,,,38,50,45,64,16,33,16,28,,,,
2025,Dallas,atp250,hard,2025-02-06,l8X1ErJ0,Mmoh M.,Ruud C.,Ruud C.,0:2,0,mmoh-michael,ruud-casper,5,7,,,,,16,28,26,37,6,15,9,12,,,,
2025,Dallas,atp250,hard,2025-02-07,MqlY45Li,Fritz T.,Shapovalov D.,Shapovalov D.,1:2,1,fritz-taylor,shapovalov-denis,9,15,,,,,45,58,45,60,12,24,23,42,,,,
2025,Dallas,atp250,hard,2025-02-07,SA06Oj2e,Paul T.,Quinn E.,Quinn E.,2:1,2,paul-tommy,quinn-ethan,9,9,,,,,41,54,48,67,20,35,14,27,,,,
2025,Dallas,atp250,hard,2025-02-07,Ay1qRL26,Opelka R.,Norrie C.,Norrie C.,2:1,2,opelka-reilly,norrie-cameron,18,7,,,,,47,57,52,66,25,45,19,34,,,,
2025,Dallas,atp250,hard,2025-02-07,dAAQhfTs,Arnaldi M.,Munar J.,Munar J.,1:2,1,arnaldi-matteo,munar-jaume,4,4,,,,,45,58,43,57,16,32,20,32,,,,
2025,Dallas,atp250,hard,2025-02-07,CSP9usBG,Nishioka Y.,Ruud C.,Ruud C.,0:1,0,nishioka-yoshihito,ruud-casper,1,4,,,,,30,46,29,39,5,14,6,10,,,,
2025,Dallas,atp250,hard,2025-02-08,OtSuUn7t,Shapovalov D.,Machac T.,Machac T.,2:0,2,shapovalov-denis,machac-tomas,6,3,,,,,22,30,21,40,16,24,9,16,,,,
2025,Dallas,atp250,hard,2025-02-08,QVkqftQ9,Paul T.,Opelka R.,Opelka R.,2:0,2,paul-tommy,opelka-reilly,3,9,,,,,34,41,33,50,15,24,15,28,,,,
2025,Dallas,atp250,hard,2025-02-08,lST19pTk,Munar J.,Ruud C.,Ruud C.,1:2,1,munar-jaume,ruud-casper,6,4,,,,,40,61,44,65,16,30,10,25,,,,
2025,Dallas,atp250,hard,2025-02-09,C2pwIWXr,Shapovalov D.,Paul T.,Paul T.,2:0,2,shapovalov-denis,paul-tommy,6,2,,,,,39,50,24,34,13,28,12,23,,,,
2025,Dallas,atp250,hard,2025-02-09,buM6Jzwh,Shapovalov D.,Ruud C.,Ruud C.,2:0,2,shapovalov-denis,ruud-casper,13,5,,,,,36,50,35,55,15,23,12,18,,,,
2025,Marseille,atp250,hard,2025-02-10,MgakQYon,Collignon R.,Medjedovic H.,Medjedovic H.,0:2,0,collignon-raphael,medjedovic-hamad,6,5,,,,,36,54,34,42,8,22,11,17,,,,
2025,Marseille,atp250,hard,2025-02-10,67hwF8wo,Virtanen O.,Korda S.,Korda S.,2:1,2,virtanen-otto,korda-sebastian,19,11,,,,,55,72,50,69,23,48,20,36,,,,
